gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Grade3,Grade2,Grade1,Fail
female,group D,bachelor's degree,free/reduced,completed,61,69,54,0,1,0,0
female,group C,high school,free/reduced,none,57,51,69,1,0,0,0
male,group E,some high school,free/reduced,completed,64,79,86,0,1,0,0
female,group A,high school,standard,completed,47,72,57,1,0,0,0
female,group B,high school,standard,none,29,83,100,0,1,0,0
female,group B,bachelor's degree,free/reduced,none,75,85,91,0,0,1,0
female,group E,bachelor's degree,standard,none,100,69,33,0,1,0,0
male,group E,high school,standard,none,94,73,85,0,0,1,0
male,group D,high school,free/reduced,none,69,81,50,0,1,0,0
female,group C,master's degree,free/reduced,completed,43,57,60,1,0,0,0
male,group E,associate's degree,free/reduced,completed,42,40,50,1,0,0,0
male,group E,master's degree,standard,none,56,100,59,0,1,0,0
male,group E,bachelor's degree,free/reduced,completed,97,54,45,0,1,0,0
female,group A,some high school,standard,completed,40,69,75,0,1,0,0
male,group D,associate's degree,free/reduced,none,97,44,64,0,1,0,0
female,group B,high school,free/reduced,none,45,56,52,1,0,0,0
male,group A,master's degree,standard,completed,26,54,64,1,0,0,0
male,group C,bachelor's degree,free/reduced,none,65,67,61,0,1,0,0
male,group E,master's degree,free/reduced,none,18,46,100,1,0,0,0
female,group B,bachelor's degree,standard,completed,59,78,65,0,1,0,0
female,group C,high school,standard,completed,60,92,100,0,0,1,0
male,group E,some high school,free/reduced,completed,63,57,53,1,0,0,0
female,group E,associate's degree,standard,none,66,29,56,1,0,0,0
male,group B,associate's degree,free/reduced,completed,71,73,77,0,1,0,0
male,group C,associate's degree,standard,completed,75,71,57,0,1,0,0
female,group A,some high school,free/reduced,completed,75,71,81,0,1,0,0
female,group E,high school,standard,none,76,87,73,0,1,0,0
male,group D,some high school,standard,completed,62,99,48,0,1,0,0
male,group E,some high school,standard,completed,62,34,100,0,1,0,0
female,group B,master's degree,free/reduced,completed,90,65,91,0,0,1,0
male,group E,some high school,standard,completed,87,89,20,0,1,0,0
female,group B,master's degree,free/reduced,completed,53,100,21,1,0,0,0
male,group C,master's degree,free/reduced,none,61,53,68,0,1,0,0
male,group A,associate's degree,free/reduced,completed,61,59,44,1,0,0,0
female,group A,associate's degree,standard,none,78,85,65,0,1,0,0
female,group D,master's degree,free/reduced,completed,54,71,45,1,0,0,0
male,group E,some high school,free/reduced,completed,66,49,74,0,1,0,0
male,group E,high school,standard,none,60,76,62,0,1,0,0
male,group C,associate's degree,standard,none,75,54,53,0,1,0,0
male,group B,associate's degree,standard,completed,44,50,44,1,0,0,0
male,group E,some high school,standard,none,59,68,64,0,1,0,0
female,group C,master's degree,free/reduced,completed,57,63,90,0,1,0,0
male,group A,bachelor's degree,standard,completed,42,62,83,0,1,0,0
female,group D,associate's degree,standard,completed,80,50,69,0,1,0,0
male,group D,high school,free/reduced,none,80,75,54,0,1,0,0
female,group C,associate's degree,free/reduced,none,65,93,57,0,1,0,0
male,group B,master's degree,standard,completed,59,69,58,0,1,0,0
female,group B,some high school,free/reduced,completed,87,46,60,0,1,0,0
female,group A,associate's degree,standard,completed,93,74,78,0,0,1,0
male,group B,associate's degree,standard,none,44,25,71,1,0,0,0
female,group C,some high school,standard,completed,87,65,56,0,1,0,0
male,group C,associate's degree,standard,completed,49,86,86,0,1,0,0
male,group C,high school,free/reduced,none,74,68,76,0,1,0,0
male,group D,bachelor's degree,standard,none,64,70,77,0,1,0,0
female,group B,bachelor's degree,free/reduced,completed,61,47,89,0,1,0,0
female,group E,bachelor's degree,free/reduced,completed,99,51,51,0,1,0,0
female,group E,master's degree,standard,completed,90,74,46,0,1,0,0
female,group C,some high school,standard,completed,48,63,77,0,1,0,0
female,group E,some high school,standard,completed,68,55,44,1,0,0,0
male,group B,some high school,free/reduced,none,58,96,41,0,1,0,0
female,group A,master's degree,free/reduced,completed,78,33,59,1,0,0,0
male,group A,some high school,free/reduced,completed,44,49,62,1,0,0,0
male,group A,associate's degree,standard,none,68,58,45,1,0,0,0
female,group D,associate's degree,standard,none,100,48,53,0,1,0,0
male,group A,high school,standard,completed,62,74,81,0,1,0,0
male,group B,bachelor's degree,standard,completed,61,52,38,1,0,0,0
male,group D,associate's degree,standard,none,75,100,67,0,0,1,0
male,group D,bachelor's degree,free/reduced,none,95,26,74,0,1,0,0
female,group C,high school,free/reduced,none,41,88,57,0,1,0,0
male,group C,associate's degree,standard,completed,86,73,48,0,1,0,0
female,group C,master's degree,standard,none,68,61,76,0,1,0,0
female,group A,high school,free/reduced,completed,94,47,84,0,1,0,0
male,group A,master's degree,standard,completed,58,51,75,0,1,0,0
male,group A,high school,free/reduced,completed,86,94,63,0,0,1,0
female,group B,bachelor's degree,free/reduced,none,63,63,90,0,1,0,0
male,group E,bachelor's degree,standard,none,88,65,65,0,1,0,0
female,group B,master's degree,free/reduced,completed,77,50,63,0,1,0,0
male,group C,bachelor's degree,standard,none,67,92,72,0,1,0,0
male,group E,bachelor's degree,standard,none,55,100,72,0,1,0,0
male,group D,bachelor's degree,free/reduced,none,48,59,80,0,1,0,0
male,group A,associate's degree,free/reduced,none,36,94,62,0,1,0,0
male,group C,associate's degree,free/reduced,completed,43,64,53,1,0,0,0
female,group B,high school,free/reduced,none,90,37,79,0,1,0,0
male,group E,high school,standard,completed,33,8,54,0,0,0,1
male,group B,some high school,standard,none,62,74,61,0,1,0,0
female,group B,master's degree,free/reduced,none,76,69,36,0,1,0,0
male,group A,associate's degree,free/reduced,completed,100,100,85,0,0,1,0
female,group A,some high school,free/reduced,completed,85,59,63,0,1,0,0
female,group A,high school,free/reduced,completed,100,53,86,0,1,0,0
male,group B,master's degree,standard,completed,72,55,80,0,1,0,0
female,group B,master's degree,free/reduced,completed,60,35,45,1,0,0,0
female,group A,some high school,free/reduced,none,79,51,67,0,1,0,0
female,group A,bachelor's degree,standard,none,73,65,85,0,1,0,0
female,group D,bachelor's degree,free/reduced,none,94,54,47,0,1,0,0
male,group A,bachelor's degree,standard,none,63,75,81,0,1,0,0
female,group C,associate's degree,standard,completed,44,43,84,1,0,0,0
female,group D,associate's degree,free/reduced,none,84,66,76,0,1,0,0
female,group C,high school,free/reduced,none,76,91,92,0,0,1,0
male,group D,associate's degree,standard,none,49,30,51,1,0,0,0
male,group D,bachelor's degree,standard,none,56,78,55,0,1,0,0
male,group D,high school,standard,none,53,55,90,0,1,0,0
male,group B,associate's degree,free/reduced,none,15,67,99,0,1,0,0
male,group C,some high school,standard,none,41,43,44,1,0,0,0
female,group C,associate's degree,free/reduced,none,41,56,68,1,0,0,0
male,group A,some high school,standard,none,84,76,83,0,0,1,0
female,group E,associate's degree,standard,completed,92,38,95,0,1,0,0
male,group C,master's degree,free/reduced,none,81,65,55,0,1,0,0
female,group D,some high school,standard,none,63,71,56,0,1,0,0
male,group E,bachelor's degree,standard,completed,60,66,52,1,0,0,0
female,group B,some high school,standard,none,100,48,46,0,1,0,0
female,group C,associate's degree,free/reduced,none,67,60,45,1,0,0,0
male,group D,bachelor's degree,standard,none,72,90,72,0,1,0,0
female,group E,high school,standard,completed,62,59,42,1,0,0,0
male,group B,high school,free/reduced,none,54,68,95,0,1,0,0
female,group D,associate's degree,free/reduced,none,53,100,72,0,1,0,0
female,group D,associate's degree,free/reduced,completed,77,63,64,0,1,0,0
female,group A,master's degree,free/reduced,none,30,45,79,1,0,0,0
male,group D,bachelor's degree,standard,completed,51,71,100,0,1,0,0
female,group E,some high school,free/reduced,none,86,70,68,0,1,0,0
female,group C,associate's degree,free/reduced,none,84,95,78,0,0,1,0
male,group C,bachelor's degree,standard,completed,100,63,71,0,1,0,0
male,group E,master's degree,standard,completed,53,80,68,0,1,0,0
female,group C,high school,free/reduced,none,54,52,33,1,0,0,0
male,group B,some high school,standard,none,47,65,57,1,0,0,0
male,group E,some high school,free/reduced,none,73,76,86,0,1,0,0
female,group B,master's degree,free/reduced,none,72,69,62,0,1,0,0
male,group C,some high school,standard,completed,75,71,68,0,1,0,0
female,group D,master's degree,standard,completed,96,73,78,0,0,1,0
male,group C,some high school,standard,none,92,46,74,0,1,0,0
male,group B,associate's degree,standard,completed,48,100,85,0,1,0,0
female,group E,some high school,free/reduced,none,78,85,45,0,1,0,0
female,group E,bachelor's degree,standard,none,69,65,67,0,1,0,0
male,group A,master's degree,standard,none,81,64,66,0,1,0,0
female,group D,some high school,free/reduced,none,45,62,46,1,0,0,0
female,group B,associate's degree,free/reduced,completed,49,98,74,0,1,0,0
male,group E,associate's degree,free/reduced,none,70,65,47,0,1,0,0
female,group C,high school,free/reduced,none,40,46,59,1,0,0,0
female,group D,bachelor's degree,free/reduced,none,49,98,59,0,1,0,0
female,group C,high school,free/reduced,completed,64,64,75,0,1,0,0
male,group A,high school,standard,completed,28,68,46,1,0,0,0
male,group B,bachelor's degree,standard,completed,89,81,59,0,1,0,0
male,group A,high school,standard,completed,58,82,80,0,1,0,0
male,group A,master's degree,free/reduced,none,32,69,91,0,1,0,0
female,group E,some high school,standard,none,100,77,44,0,1,0,0
male,group C,bachelor's degree,standard,completed,49,96,47,0,1,0,0
female,group A,high school,free/reduced,completed,84,100,100,0,0,1,0
male,group A,some high school,standard,none,37,58,44,1,0,0,0
male,group A,associate's degree,free/reduced,none,100,30,97,0,1,0,0
female,group E,bachelor's degree,standard,completed,78,37,77,0,1,0,0
male,group B,master's degree,free/reduced,none,71,68,75,0,1,0,0
female,group B,some high school,free/reduced,none,69,39,90,0,1,0,0
male,group B,bachelor's degree,standard,completed,70,81,74,0,1,0,0
female,group D,master's degree,standard,none,53,82,48,0,1,0,0
male,group B,high school,free/reduced,completed,83,61,38,0,1,0,0
female,group E,associate's degree,free/reduced,none,79,49,100,0,1,0,0
female,group E,master's degree,standard,none,37,60,77,1,0,0,0
male,group A,high school,free/reduced,none,83,64,53,0,1,0,0
male,group D,associate's degree,standard,completed,80,73,43,0,1,0,0
female,group A,associate's degree,free/reduced,none,42,56,69,1,0,0,0
female,group C,master's degree,standard,none,65,47,81,0,1,0,0
female,group E,high school,free/reduced,completed,46,89,89,0,1,0,0
male,group A,bachelor's degree,standard,completed,72,66,31,1,0,0,0
male,group B,high school,free/reduced,none,66,46,96,0,1,0,0
male,group C,bachelor's degree,free/reduced,none,77,68,97,0,0,1,0
female,group A,high school,standard,completed,37,83,42,1,0,0,0
female,group D,some high school,standard,none,77,49,62,0,1,0,0
male,group B,master's degree,free/reduced,none,68,41,47,1,0,0,0
male,group B,associate's degree,free/reduced,none,50,0,44,0,0,0,1
female,group A,master's degree,standard,none,25,38,56,0,0,0,1
male,group B,bachelor's degree,free/reduced,none,83,35,52,1,0,0,0
male,group B,high school,free/reduced,completed,61,28,67,1,0,0,0
female,group E,associate's degree,free/reduced,none,22,76,49,1,0,0,0
male,group D,master's degree,standard,none,40,58,38,1,0,0,0
female,group D,some high school,free/reduced,completed,77,61,100,0,1,0,0
male,group B,bachelor's degree,free/reduced,completed,48,82,54,0,1,0,0
male,group C,high school,free/reduced,none,72,71,54,0,1,0,0
female,group C,some high school,standard,none,52,82,81,0,1,0,0
male,group D,bachelor's degree,free/reduced,none,55,48,57,1,0,0,0
male,group B,some high school,free/reduced,none,84,74,51,0,1,0,0
male,group B,master's degree,free/reduced,none,53,75,69,0,1,0,0
male,group C,bachelor's degree,free/reduced,none,71,48,86,0,1,0,0
male,group D,associate's degree,standard,completed,54,72,28,1,0,0,0
female,group C,some high school,standard,completed,65,79,85,0,1,0,0
male,group E,master's degree,free/reduced,none,68,51,59,1,0,0,0
female,group B,master's degree,free/reduced,completed,67,35,61,1,0,0,0
male,group B,some high school,standard,completed,43,77,60,0,1,0,0
male,group B,bachelor's degree,standard,completed,55,49,69,1,0,0,0
female,group D,associate's degree,free/reduced,completed,36,71,57,1,0,0,0
male,group C,associate's degree,standard,none,66,61,61,0,1,0,0
female,group D,some high school,standard,completed,71,55,79,0,1,0,0
male,group B,master's degree,free/reduced,completed,59,57,67,0,1,0,0
female,group B,associate's degree,free/reduced,none,30,97,12,1,0,0,0
female,group D,high school,free/reduced,completed,91,65,69,0,1,0,0
male,group D,associate's degree,standard,completed,48,76,42,1,0,0,0
female,group E,high school,free/reduced,none,49,59,100,0,1,0,0
male,group B,associate's degree,free/reduced,none,56,54,84,0,1,0,0
male,group D,bachelor's degree,standard,none,34,71,52,1,0,0,0
male,group E,high school,free/reduced,none,37,82,77,0,1,0,0
female,group B,master's degree,free/reduced,none,61,83,97,0,0,1,0
female,group B,bachelor's degree,standard,completed,99,94,79,0,0,1,0
female,group B,associate's degree,standard,none,64,71,76,0,1,0,0
female,group A,associate's degree,free/reduced,completed,68,65,86,0,1,0,0
female,group A,high school,standard,none,93,69,51,0,1,0,0
male,group E,high school,standard,none,90,81,62,0,1,0,0
male,group A,master's degree,free/reduced,none,73,62,74,0,1,0,0
male,group D,associate's degree,free/reduced,completed,100,29,67,0,1,0,0
male,group D,associate's degree,standard,completed,0,88,64,1,0,0,0
male,group C,some high school,free/reduced,none,51,78,63,0,1,0,0
male,group B,associate's degree,free/reduced,none,57,52,79,0,1,0,0
male,group D,associate's degree,free/reduced,completed,64,39,75,1,0,0,0
female,group E,high school,standard,completed,54,61,66,0,1,0,0
male,group D,associate's degree,free/reduced,none,69,69,65,0,1,0,0
male,group C,high school,standard,completed,69,76,67,0,1,0,0
male,group B,associate's degree,free/reduced,completed,100,76,58,0,1,0,0
male,group D,bachelor's degree,free/reduced,completed,81,14,78,1,0,0,0
male,group E,bachelor's degree,standard,completed,58,100,55,0,1,0,0
male,group A,master's degree,standard,completed,31,63,86,0,1,0,0
male,group B,associate's degree,standard,none,91,18,42,1,0,0,0
male,group A,master's degree,standard,none,88,93,62,0,0,1,0
female,group D,some high school,standard,completed,76,50,93,0,1,0,0
male,group E,bachelor's degree,standard,none,99,84,82,0,0,1,0
male,group A,bachelor's degree,free/reduced,completed,44,49,61,1,0,0,0
female,group E,some high school,standard,none,73,64,100,0,1,0,0
male,group D,some high school,standard,none,66,62,39,1,0,0,0
male,group E,bachelor's degree,free/reduced,none,56,49,55,1,0,0,0
male,group D,some high school,free/reduced,completed,94,100,39,0,1,0,0
female,group D,bachelor's degree,free/reduced,completed,60,47,48,1,0,0,0
female,group E,high school,standard,completed,80,50,83,0,1,0,0
female,group D,some high school,free/reduced,none,60,59,65,0,1,0,0
female,group E,master's degree,standard,none,94,44,52,0,1,0,0
female,group A,associate's degree,standard,completed,70,77,59,0,1,0,0
female,group C,bachelor's degree,standard,completed,59,65,51,1,0,0,0
female,group C,master's degree,standard,completed,19,59,56,1,0,0,0
male,group D,bachelor's degree,standard,none,61,75,74,0,1,0,0
male,group E,associate's degree,standard,completed,27,86,63,1,0,0,0
female,group D,master's degree,standard,completed,100,48,77,0,1,0,0
male,group D,master's degree,free/reduced,none,54,78,92,0,1,0,0
male,group B,master's degree,standard,completed,62,74,55,0,1,0,0
female,group C,bachelor's degree,standard,completed,59,89,40,0,1,0,0
male,group A,some high school,standard,none,78,100,55,0,1,0,0
female,group C,high school,standard,completed,75,82,84,0,0,1,0
male,group D,associate's degree,standard,none,55,80,73,0,1,0,0
male,group D,associate's degree,standard,none,50,78,60,0,1,0,0
male,group C,master's degree,standard,completed,51,92,69,0,1,0,0
male,group D,associate's degree,standard,completed,36,42,64,1,0,0,0
male,group C,associate's degree,standard,completed,85,70,49,0,1,0,0
male,group A,bachelor's degree,standard,none,25,42,75,1,0,0,0
male,group A,bachelor's degree,standard,completed,78,84,71,0,1,0,0
male,group A,bachelor's degree,standard,completed,32,78,54,1,0,0,0
female,group A,bachelor's degree,free/reduced,none,68,96,83,0,0,1,0
female,group E,master's degree,standard,none,71,47,73,0,1,0,0
male,group D,high school,free/reduced,completed,74,49,68,0,1,0,0
male,group E,bachelor's degree,standard,completed,43,90,89,0,1,0,0
female,group D,bachelor's degree,standard,completed,90,36,29,1,0,0,0
male,group D,master's degree,free/reduced,none,94,65,40,0,1,0,0
female,group D,bachelor's degree,free/reduced,none,61,49,66,1,0,0,0
male,group D,associate's degree,standard,completed,79,67,68,0,1,0,0
male,group E,associate's degree,standard,completed,82,89,53,0,1,0,0
male,group C,bachelor's degree,free/reduced,completed,72,51,31,1,0,0,0
female,group C,some high school,free/reduced,none,54,61,88,0,1,0,0
male,group D,associate's degree,free/reduced,completed,58,56,38,1,0,0,0
female,group B,high school,free/reduced,completed,46,91,38,1,0,0,0
male,group E,master's degree,free/reduced,completed,64,66,69,0,1,0,0
male,group A,high school,standard,none,50,76,40,1,0,0,0
female,group A,master's degree,free/reduced,completed,67,74,82,0,1,0,0
female,group C,bachelor's degree,standard,none,63,77,29,1,0,0,0
male,group C,bachelor's degree,free/reduced,completed,59,55,73,0,1,0,0
male,group E,some high school,standard,completed,87,78,74,0,1,0,0
male,group E,associate's degree,standard,none,44,100,82,0,1,0,0
female,group A,some high school,free/reduced,completed,45,92,88,0,1,0,0
male,group E,master's degree,standard,completed,16,44,89,1,0,0,0
male,group C,some high school,free/reduced,none,53,84,68,0,1,0,0
female,group A,high school,free/reduced,completed,72,72,48,0,1,0,0
female,group E,high school,free/reduced,completed,84,78,42,0,1,0,0
female,group D,bachelor's degree,free/reduced,none,71,36,55,1,0,0,0
male,group C,bachelor's degree,standard,completed,72,77,72,0,1,0,0
male,group C,bachelor's degree,free/reduced,completed,68,51,33,1,0,0,0
male,group B,master's degree,free/reduced,completed,81,100,91,0,0,1,0
female,group E,high school,free/reduced,completed,62,63,63,0,1,0,0
female,group E,some high school,free/reduced,none,52,77,62,0,1,0,0
female,group B,master's degree,free/reduced,none,99,55,58,0,1,0,0
female,group D,bachelor's degree,standard,completed,31,42,85,1,0,0,0
female,group B,some high school,free/reduced,none,60,74,62,0,1,0,0
male,group C,associate's degree,free/reduced,none,69,35,70,1,0,0,0
female,group D,bachelor's degree,free/reduced,none,73,81,57,0,1,0,0
male,group C,some high school,free/reduced,none,56,57,63,1,0,0,0
male,group E,master's degree,standard,none,73,75,41,0,1,0,0
male,group D,some high school,standard,none,48,35,56,1,0,0,0
male,group B,associate's degree,standard,completed,74,56,78,0,1,0,0
female,group A,some high school,standard,completed,43,78,12,1,0,0,0
female,group A,bachelor's degree,standard,none,56,56,90,0,1,0,0
male,group E,some high school,standard,none,100,97,81,0,0,1,0
female,group C,bachelor's degree,standard,completed,49,57,70,1,0,0,0
male,group E,master's degree,free/reduced,completed,56,69,76,0,1,0,0
male,group D,associate's degree,standard,none,74,54,88,0,1,0,0
male,group A,high school,standard,completed,74,81,69,0,1,0,0
female,group A,master's degree,free/reduced,none,59,64,75,0,1,0,0
female,group C,master's degree,standard,none,36,100,86,0,1,0,0
male,group E,high school,standard,none,55,68,76,0,1,0,0
female,group C,associate's degree,standard,none,71,81,73,0,1,0,0
male,group C,master's degree,free/reduced,none,85,61,24,1,0,0,0
female,group B,master's degree,standard,none,64,75,67,0,1,0,0
female,group D,high school,free/reduced,completed,53,20,81,1,0,0,0
male,group B,associate's degree,free/reduced,none,73,47,100,0,1,0,0
female,group B,master's degree,free/reduced,completed,41,51,57,1,0,0,0
female,group B,master's degree,standard,completed,67,33,76,1,0,0,0
female,group C,master's degree,standard,none,97,58,100,0,0,1,0
male,group E,high school,standard,completed,86,21,61,1,0,0,0
male,group E,bachelor's degree,free/reduced,completed,74,58,57,0,1,0,0
female,group C,high school,standard,none,81,80,21,0,1,0,0
female,group E,bachelor's degree,free/reduced,completed,85,60,74,0,1,0,0
male,group D,associate's degree,standard,none,75,38,66,1,0,0,0
male,group B,master's degree,standard,none,24,78,69,1,0,0,0
female,group D,high school,free/reduced,none,68,90,35,0,1,0,0
male,group A,master's degree,standard,completed,41,41,87,1,0,0,0
female,group B,master's degree,standard,completed,52,62,76,0,1,0,0
female,group E,master's degree,standard,completed,41,70,67,1,0,0,0
male,group C,bachelor's degree,standard,none,50,34,54,1,0,0,0
male,group E,associate's degree,free/reduced,completed,63,90,100,0,0,1,0
female,group D,associate's degree,standard,none,72,57,49,1,0,0,0
female,group D,some high school,standard,completed,78,64,71,0,1,0,0
male,group A,associate's degree,standard,completed,77,65,64,0,1,0,0
male,group C,bachelor's degree,free/reduced,none,100,34,53,0,1,0,0
male,group E,master's degree,free/reduced,none,77,49,38,1,0,0,0
male,group C,associate's degree,standard,none,63,44,88,0,1,0,0
male,group A,some high school,standard,completed,93,93,62,0,0,1,0
female,group C,master's degree,free/reduced,none,51,46,85,0,1,0,0
male,group A,some high school,standard,completed,88,67,44,0,1,0,0
female,group C,associate's degree,standard,none,57,29,56,1,0,0,0
female,group B,some high school,standard,completed,95,63,61,0,1,0,0
female,group D,associate's degree,free/reduced,completed,80,86,73,0,1,0,0
male,group A,high school,free/reduced,none,83,93,36,0,1,0,0
male,group B,master's degree,standard,none,56,56,99,0,1,0,0
female,group D,high school,free/reduced,completed,65,34,85,0,1,0,0
male,group A,bachelor's degree,standard,none,46,79,80,0,1,0,0
male,group A,high school,free/reduced,completed,73,63,69,0,1,0,0
male,group A,master's degree,free/reduced,none,60,82,10,1,0,0,0
male,group D,master's degree,standard,none,46,100,70,0,1,0,0
male,group A,associate's degree,standard,none,48,67,33,1,0,0,0
male,group A,bachelor's degree,free/reduced,completed,57,53,76,0,1,0,0
male,group D,associate's degree,standard,completed,51,48,57,1,0,0,0
female,group B,bachelor's degree,standard,completed,57,49,38,1,0,0,0
female,group C,associate's degree,standard,none,78,39,57,1,0,0,0
female,group C,bachelor's degree,standard,none,75,93,38,0,1,0,0
female,group D,high school,standard,none,38,40,32,0,0,0,1
male,group C,some high school,free/reduced,completed,71,39,51,1,0,0,0
female,group C,master's degree,standard,completed,40,33,85,1,0,0,0
female,group D,master's degree,standard,none,44,74,78,0,1,0,0
female,group D,high school,standard,none,79,55,95,0,1,0,0
female,group C,high school,standard,completed,54,76,79,0,1,0,0
male,group D,high school,free/reduced,completed,68,55,47,1,0,0,0
male,group E,some high school,free/reduced,completed,85,44,56,0,1,0,0
female,group E,associate's degree,free/reduced,completed,84,70,40,0,1,0,0
female,group D,associate's degree,standard,completed,65,47,72,0,1,0,0
female,group C,master's degree,free/reduced,completed,60,100,90,0,0,1,0
female,group A,high school,free/reduced,none,46,44,91,0,1,0,0
male,group A,master's degree,free/reduced,none,67,92,64,0,1,0,0
male,group E,bachelor's degree,standard,none,83,28,68,1,0,0,0
male,group A,high school,standard,none,53,61,73,0,1,0,0
male,group C,bachelor's degree,standard,none,97,79,70,0,0,1,0
female,group B,master's degree,free/reduced,completed,40,59,69,1,0,0,0
female,group B,high school,free/reduced,completed,76,31,27,1,0,0,0
male,group D,high school,free/reduced,none,70,52,52,1,0,0,0
female,group E,associate's degree,free/reduced,none,83,54,38,1,0,0,0
male,group B,high school,standard,completed,63,59,73,0,1,0,0
female,group D,high school,standard,completed,45,87,38,1,0,0,0
male,group C,bachelor's degree,free/reduced,none,75,80,82,0,1,0,0
female,group D,master's degree,free/reduced,none,46,71,86,0,1,0,0
male,group E,master's degree,standard,completed,45,53,32,1,0,0,0
female,group C,high school,free/reduced,completed,52,48,93,0,1,0,0
male,group C,bachelor's degree,standard,completed,20,60,89,1,0,0,0
male,group D,master's degree,standard,none,63,72,100,0,1,0,0
female,group A,associate's degree,free/reduced,none,94,59,0,1,0,0,0
female,group E,some high school,free/reduced,none,47,87,41,1,0,0,0
male,group C,some high school,standard,completed,41,92,85,0,1,0,0
female,group C,master's degree,standard,none,38,88,44,1,0,0,0
female,group C,master's degree,standard,none,59,81,46,0,1,0,0
male,group C,associate's degree,free/reduced,completed,38,51,82,1,0,0,0
female,group C,bachelor's degree,free/reduced,completed,91,61,80,0,1,0,0
male,group D,master's degree,standard,none,84,82,51,0,1,0,0
female,group C,high school,free/reduced,completed,36,38,100,1,0,0,0
male,group D,bachelor's degree,standard,none,87,51,68,0,1,0,0
male,group A,bachelor's degree,free/reduced,none,65,67,70,0,1,0,0
female,group E,bachelor's degree,free/reduced,completed,58,100,86,0,0,1,0
female,group A,bachelor's degree,standard,none,53,73,49,1,0,0,0
female,group C,high school,free/reduced,completed,52,100,60,0,1,0,0
male,group E,associate's degree,standard,completed,67,81,100,0,0,1,0
female,group D,associate's degree,standard,completed,73,72,31,1,0,0,0
female,group E,master's degree,free/reduced,none,69,79,81,0,1,0,0
female,group C,high school,free/reduced,completed,69,58,88,0,1,0,0
male,group E,master's degree,free/reduced,none,55,49,41,1,0,0,0
female,group B,high school,free/reduced,none,74,49,43,1,0,0,0
female,group E,master's degree,standard,none,62,94,63,0,1,0,0
female,group D,some high school,standard,none,65,75,55,0,1,0,0
female,group D,associate's degree,standard,completed,54,82,68,0,1,0,0
male,group C,bachelor's degree,standard,none,31,61,71,1,0,0,0
female,group E,associate's degree,free/reduced,none,35,70,73,1,0,0,0
male,group B,master's degree,standard,none,45,65,83,0,1,0,0
female,group E,some high school,standard,completed,89,84,76,0,0,1,0
male,group B,some high school,standard,completed,34,60,69,1,0,0,0
male,group A,master's degree,standard,completed,65,84,74,0,1,0,0
male,group D,some high school,free/reduced,completed,52,88,83,0,1,0,0
female,group E,master's degree,standard,completed,74,100,63,0,1,0,0
male,group B,master's degree,free/reduced,completed,63,79,53,0,1,0,0
female,group D,high school,free/reduced,completed,68,65,40,1,0,0,0
female,group B,high school,standard,completed,39,36,67,1,0,0,0
female,group D,some high school,standard,completed,54,50,53,1,0,0,0
female,group B,bachelor's degree,standard,completed,63,68,80,0,1,0,0
male,group A,bachelor's degree,free/reduced,none,100,74,76,0,0,1,0
male,group E,some high school,free/reduced,completed,77,79,100,0,0,1,0
male,group D,bachelor's degree,free/reduced,none,61,52,100,0,1,0,0
male,group A,bachelor's degree,standard,none,64,35,68,1,0,0,0
male,group A,high school,standard,none,52,65,86,0,1,0,0
female,group A,some high school,free/reduced,completed,35,77,100,0,1,0,0
female,group C,associate's degree,free/reduced,completed,62,69,89,0,1,0,0
female,group A,associate's degree,standard,completed,82,48,42,1,0,0,0
male,group C,some high school,free/reduced,completed,50,57,55,1,0,0,0
female,group C,bachelor's degree,standard,completed,49,47,55,1,0,0,0
male,group A,high school,standard,none,53,37,70,1,0,0,0
female,group B,master's degree,free/reduced,none,52,34,28,0,0,0,1
female,group D,associate's degree,free/reduced,none,54,46,43,1,0,0,0
female,group D,some high school,free/reduced,completed,69,64,23,1,0,0,0
male,group D,bachelor's degree,free/reduced,completed,82,80,52,0,1,0,0
male,group A,high school,standard,none,98,57,49,0,1,0,0
male,group E,master's degree,standard,completed,37,79,71,0,1,0,0
female,group E,associate's degree,free/reduced,none,53,52,89,0,1,0,0
female,group D,some high school,free/reduced,completed,65,91,75,0,1,0,0
male,group E,some high school,standard,completed,65,98,81,0,0,1,0
female,group C,associate's degree,standard,completed,82,69,100,0,0,1,0
female,group C,high school,free/reduced,none,84,40,59,0,1,0,0
male,group C,bachelor's degree,standard,none,85,68,61,0,1,0,0
female,group A,some high school,standard,completed,100,53,61,0,1,0,0
male,group B,master's degree,free/reduced,none,73,61,78,0,1,0,0
male,group E,master's degree,free/reduced,completed,63,81,61,0,1,0,0
female,group E,high school,free/reduced,none,71,89,71,0,1,0,0
female,group E,high school,free/reduced,completed,71,72,69,0,1,0,0
female,group C,high school,free/reduced,completed,87,54,83,0,1,0,0
female,group A,associate's degree,standard,none,87,66,38,0,1,0,0
female,group E,associate's degree,standard,completed,55,68,80,0,1,0,0
female,group D,bachelor's degree,standard,completed,56,40,34,1,0,0,0
male,group A,associate's degree,standard,none,54,38,74,1,0,0,0
female,group E,associate's degree,standard,none,78,88,73,0,1,0,0
male,group E,associate's degree,free/reduced,completed,58,53,64,1,0,0,0
male,group C,master's degree,free/reduced,completed,60,98,85,0,0,1,0
male,group D,bachelor's degree,free/reduced,none,58,89,42,0,1,0,0
male,group A,some high school,standard,completed,87,56,52,0,1,0,0
